rho_max = 5.00
25 & 2.986369 & 6.931499 & 10.832098 \\ \hline 
75 & 2.998573 & 6.992862 & 10.982763 \\ \hline 
175 & 2.999742 & 6.998712 & 10.997048 \\ \hline 
300 & 2.999913 & 6.999565 & 10.999131 \\ \hline 
400 & 2.999951 & 6.999757 & 10.999599 \\ \hline 
