rho_max = 3.50
25 & 2.994151 & 7.011897 & 11.407615 \\ \hline 
75 & 3.000101 & 7.042969 & 11.505857 \\ \hline 
175 & 3.000673 & 7.045947 & 11.515300 \\ \hline 
300 & 3.000756 & 7.046382 & 11.516678 \\ \hline 
400 & 3.000775 & 7.046480 & 11.516988 \\ \hline 
