rho_max = 6.50
25 & 2.976884 & 6.883389 & 10.712673 \\ \hline 
75 & 2.997587 & 6.987923 & 10.970505 \\ \hline 
175 & 2.999564 & 6.997819 & 10.994677 \\ \hline 
300 & 2.999852 & 6.999261 & 10.998198 \\ \hline 
400 & 2.999917 & 6.999585 & 10.998988 \\ \hline 
