rho_max = 1.00
25 & 10.137070 & 39.574412 & 88.018665 \\ \hline 
75 & 10.149681 & 39.775680 & 89.034335 \\ \hline 
175 & 10.150896 & 39.795103 & 89.132627 \\ \hline 
300 & 10.151073 & 39.797940 & 89.146988 \\ \hline 
400 & 10.151113 & 39.798577 & 89.150212 \\ \hline 
